Query,Response,Category
0x313,ERROR_ABANDON_HIBERFILE: A valid hibernation file has been invalidated and should be abandoned.,Power Management
0x314,ERROR_LOST_WRITEBEHIND_DATA_NETWORK_DISCONNECTED: Delayed write failure due to network connectivity issues. Try saving the file elsewhere.,Network Management
0x315,ERROR_LOST_WRITEBEHIND_DATA_NETWORK_SERVER_ERROR: Delayed write failure due to a server error. Try saving the file elsewhere.,Network Management
0x316,ERROR_LOST_WRITEBEHIND_DATA_LOCAL_DISK_ERROR: Delayed write failure due to a device being removed or the media being write-protected.,Storage Management
0x317,ERROR_BAD_MCFG_TABLE: Device resource conflicts with the MCFG table.,System Configuration
0x318,ERROR_DISK_REPAIR_REDIRECTED: The volume repair must be scheduled for offline mode.,Disk Management
0x319,ERROR_DISK_REPAIR_UNSUCCESSFUL: The volume repair operation was unsuccessful.,Disk Management
0x31A,ERROR_CORRUPT_LOG_OVERFULL: A volume corruption log is fullpreventing further logging.,Log Management
0x31B,ERROR_CORRUPT_LOG_CORRUPTED: A corrupted volume corruption log. The volume may need to be scanned.,Log Management
0x31C,ERROR_CORRUPT_LOG_UNAVAILABLE: The volume corruption log is unavailable.,Log Management
0x31D,ERROR_CORRUPT_LOG_DELETED_FULL: A corruption log was deleted while still containing records. The volume must be scanned.,Log Management
0x31E,ERROR_CORRUPT_LOG_CLEARED: A corruption log was cleared by chkdsk and no longer contains real corruptions.,Log Management
0x31F,ERROR_ORPHAN_NAME_EXHAUSTED: Orphaned files exist on the volume but could not be recovered due to naming limits. Files must be moved from the recovery directory.,File System Management
0x320,ERROR_OPLOCK_SWITCHED_TO_NEW_HANDLE: The oplock was switched to a different handle.,File System Management
0x321,ERROR_CANNOT_GRANT_REQUESTED_OPLOCK: The requested oplock level cannot be granted. A lower level may be available.,File System Management
0x322,ERROR_CANNOT_BREAK_OPLOCK: The operation cannot proceed without breaking an oplockand the caller has requested that oplocks not be broken.,File System Management
0x323,ERROR_OPLOCK_HANDLE_CLOSED: The handle associated with the oplock has been closedbreaking the oplock.,File System Management
0x324,ERROR_NO_ACE_CONDITION: The specified access control entry (ACE) does not contain a condition.,Security Management
0x325,ERROR_INVALID_ACE_CONDITION: The specified access control entry (ACE) contains an invalid condition.,Security Management
0x326,ERROR_FILE_HANDLE_REVOKED: Access to the specified file handle has been revoked.,File System Management
0x327,ERROR_IMAGE_AT_DIFFERENT_BASE: An image file was mapped at a different addressbut fixups will still be applied.,Memory Management
0x3E2,ERROR_EA_ACCESS_DENIED: Access to the extended attribute was denied.,File System Management
0x3E3,ERROR_OPERATION_ABORTED: The I/O operation was aborted due to a thread exit or application request.,I/O Management
0x3E4,ERROR_IO_INCOMPLETE: An overlapped I/O event is not in a signaled state.,I/O Management
0x3E5,ERROR_IO_PENDING: An overlapped I/O operation is in progress.,I/O Management
0x3E6,ERROR_NOACCESS: Invalid access to a memory location.,Memory Management
0x3E7,ERROR_SWAPERROR: An error occurred during an in-page operation.,Memory Management
0x4E0,ERROR_NO_MORE_DEVICES: There are no more local devices available. Check if additional devices can be freed.,Device Management
0x4E1,ERROR_NO_SUCH_SITE: The specified site does not exist.,Network Management
0x4E2,ERROR_DOMAIN_CONTROLLER_EXISTS: A domain controller with the specified name already exists.,Network Management
0x4E3,ERROR_ONLY_IF_CONNECTED: The operation is supported only when connected to the server.,Network Management
0x4E4,ERROR_OVERRIDE_NOCHANGES: The group policy framework should call the extension even if there are no changes.,System Configuration
0x4E5,ERROR_BAD_USER_PROFILE: The specified user does not have a valid profile.,User Management
0x4E6,ERROR_NOT_SUPPORTED_ON_SBS: The operation is not supported on a computer running Windows Server 2003 for Small Business Server.,System Configuration
0x4E7,ERROR_SERVER_SHUTDOWN_IN_PROGRESS: The server machine is shutting down.,System Configuration
0x4E8,ERROR_HOST_DOWN: The remote system is not available.,Network Management
0x4E9,ERROR_NON_ACCOUNT_SID: The security identifier provided is not from an account domain.,Security Management
0x4EA,ERROR_NON_DOMAIN_SID: The security identifier provided does not have a domain component.,Security Management
0x4EB,ERROR_APPHELP_BLOCK: The AppHelp dialog was canceledpreventing the application from starting.,Application Management
0x4EC,ERROR_ACCESS_DISABLED_BY_POLICY: This program is blocked by group policy.,Security Management
0x4ED,ERROR_REG_NAT_CONSUMPTION: A program attempted to use an invalid register value.,System Configuration
0x4EE,ERROR_CSCSHARE_OFFLINE: The share is currently offline or does not exist.,Network Management
0x4EF,ERROR_PKINIT_FAILURE: The Kerberos protocol encountered an error during smartcard logon.,Security Management
0x4F0,ERROR_SMARTCARD_SUBSYSTEM_FAILURE: The Kerberos protocol encountered an error in the smartcard subsystem.,Security Management
0x4F1,ERROR_DOWNGRADE_DETECTED: The system cannot contact a domain controller to service the authentication request.,Network Management
0x4F7,ERROR_MACHINE_LOCKED: The machine is locked and cannot be shut down without the force option.,System Configuration
0x4F9,ERROR_CALLBACK_SUPPLIED_INVALID_DATA: An application-defined callback gave invalid data.,Application Management
0x4FA,ERROR_SYNC_FOREGROUND_REFRESH_REQUIRED: The group policy framework should call the extension in the synchronous foreground policy refresh.,System Configuration
0x4FB,ERROR_DRIVER_BLOCKED: This driver has been blocked from loading.,Driver Management
0x4FC,ERROR_INVALID_IMPORT_OF_NON_DLL: A DLL referenced a module that is neither a DLL nor the process's executable image.,System Configuration
0x4FD,ERROR_ACCESS_DISABLED_WEBBLADE: Windows cannot open the program since it has been disabled.,Security Management
0x4FE,ERROR_ACCESS_DISABLED_WEBBLADE_TAMPER: The program cannot open because the license enforcement system has been tampered with.,Security Management
0x4FF,ERROR_RECOVERY_FAILURE: A transaction recovery failed.,System Recovery
0x500,ERROR_ALREADY_FIBER: The current thread has already been converted to a fiber.,Thread Management
0x501,ERROR_ALREADY_THREAD: The current thread has already been converted from a fiber.,Thread Management
0x502,ERROR_STACK_BUFFER_OVERRUN: The system detected an overrun of a stack-based buffer which could allow a malicious user to gain control.,Security Management
0x503,ERROR_PARAMETER_QUOTA_EXCEEDED: The data present in one of the parameters is more than the function can handle.,System Configuration
0x547,ERROR_CANT_ACCESS_DOMAIN_INFO: Configuration information could not be read from the domain controller either because the machine is unavailable or access has been denied.,Domain Management
0x548,ERROR_INVALID_SERVER_STATE: The SAM or LSA server was in the wrong state to perform the security operation.,Security Management
0x549,ERROR_INVALID_DOMAIN_STATE: The domain was in the wrong state to perform the security operation.,Domain Management
0x54A,ERROR_INVALID_DOMAIN_ROLE: This operation is only allowed for the Primary Domain Controller of the domain.,Domain Management
0x54B,ERROR_NO_SUCH_DOMAIN: The specified domain either does not exist or could not be contacted.,Domain Management
0x54C,ERROR_DOMAIN_EXISTS: The specified domain already exists.,Domain Management
0x54D,ERROR_DOMAIN_LIMIT_EXCEEDED: An attempt was made to exceed the limit on the number of domains per server.,Domain Management
0x54E,ERROR_INTERNAL_DB_CORRUPTION: A catastrophic media failure or data structure corruption on the disk occurred.,System Recovery
0x54F,ERROR_INTERNAL_ERROR: An internal error occurred.,System Configuration
0x550,ERROR_GENERIC_NOT_MAPPED: Generic access types were contained in an access mask which should already be mapped to nongeneric types.,Security Management
0x551,ERROR_BAD_DESCRIPTOR_FORMAT: A security descriptor is not in the correct format (absolute or self-relative).,Security Management
0x552,ERROR_NOT_LOGON_PROCESS: The requested action is restricted for use by logon processes only and the calling process has not registered as a logon process.,Process Management
0x553,ERROR_LOGON_SESSION_EXISTS: A new logon session cannot be started with an ID that is already in use.,Logon Management
0x554,ERROR_NO_SUCH_PACKAGE: A specified authentication package is unknown.,Authentication Management
0x555,ERROR_BAD_LOGON_SESSION_STATE: The logon session is not in a state that is consistent with the requested operation.,Logon Management
0x556,ERROR_LOGON_SESSION_COLLISION: The logon session ID is already in use.,Logon Management
0x557,ERROR_INVALID_LOGON_TYPE: A logon request contained an invalid logon type value.,Logon Management
0x558,ERROR_CANNOT_IMPERSONATE: Impersonation using a named pipe cannot occur until data has been read from that pipe.,Security Management
0x559,ERROR_RXACT_INVALID_STATE: The transaction state of a registry subtree is incompatible with the requested operation.,Registry Management
0x55A,ERROR_RXACT_COMMIT_FAILURE: An internal security database corruption has been encountered.,System Recovery
0x55B,ERROR_SPECIAL_ACCOUNT: This operation cannot be performed on built-in accounts.,Account Management
0x55C,ERROR_SPECIAL_GROUP: This operation cannot be performed on this built-in special group.,Account Management
0x55D,ERROR_SPECIAL_USER: This operation cannot be performed on this built-in special user.,Account Management
0x55E,ERROR_MEMBERS_PRIMARY_GROUP: The user cannot be removed from a group because the group is currently the user's primary group.,Group Management
0x55F,ERROR_TOKEN_ALREADY_IN_USE: The token is already in use as a primary token.,Security Management
0x560,ERROR_NO_SUCH_ALIAS: The specified local group does not exist.,Group Management
0x561,ERROR_MEMBER_NOT_IN_ALIAS: The specified account name is not a member of the group.,Group Management
0x562,ERROR_MEMBER_IN_ALIAS: The specified account name is already a member of the group.,Group Management
0x563,ERROR_ALIAS_EXISTS: The specified local group already exists.,Group Management
0x564,ERROR_LOGON_NOT_GRANTED: Logon failure: the user has not been granted the requested logon type at this computer.,Logon Management
0x565,ERROR_TOO_MANY_SECRETS: The maximum number of secrets that may be stored in a single system has been exceeded.,Security Management
0x566,ERROR_SECRET_TOO_LONG: The length of a secret exceeds the maximum length allowed.,Security Management
0x567,ERROR_INTERNAL_DB_ERROR: The local security authority database contains an internal inconsistency.,System Recovery
0x568,ERROR_TOO_MANY_CONTEXT_IDS: During a logon attemptthe user's security context accumulated too many security IDs.,Security Management
0x569,ERROR_LOGON_TYPE_NOT_GRANTED: Logon failure: the user has not been granted the requested logon type at this computer.,Logon Management
0x56A,ERROR_NT_CROSS_ENCRYPTION_REQUIRED: A cross-encrypted password is necessary to change a user password.,Security Management
0x56B,ERROR_NO_SUCH_MEMBER: A member could not be added to or removed from the local group because the member does not exist.,Group Management
0x56C,ERROR_INVALID_MEMBER: A new member could not be added to a local group because the member has the wrong account type.,Group Management
0x56D,ERROR_TOO_MANY_SIDS: Too many security IDs have been specified.,Security Management
0x56E,ERROR_LM_CROSS_ENCRYPTION_REQUIRED: A cross-encrypted password is necessary to change this user password.,Security Management
0x56F,ERROR_NO_INHERITANCE: An ACL contains no inheritable components.,Security Management
0x570,ERROR_FILE_CORRUPT: The file or directory is corrupted and unreadable.,System Recovery
0x571,ERROR_DISK_CORRUPT: The disk structure is corrupted and unreadable.,System Recovery
